site           roi   direction          sf
9.0          113.0       210.0      3.0121
9.0          114.0         0.0      4.2351
9.0          115.0       150.0       10.24
9.0          116.0       150.0       7.283
9.0          117.0       150.0      6.9523
9.0          118.0       180.0      6.5346
9.0          119.0       150.0      3.0121
9.0          120.0       180.0      7.6294
9.0          121.0       210.0       3.684
9.0          122.0       210.0      3.4095
9.0          123.0       330.0       10.24
9.0          124.0       180.0      6.9523
9.0          125.0       180.0      6.7402
9.0          126.0        30.0      2.6202
9.0          127.0       210.0      3.0591
9.0          128.0       120.0      2.6611
9.0          129.0       240.0      7.7485
9.0          130.0       330.0       10.24
9.0          131.0       330.0       10.24
9.0          132.0       240.0      1.8349
9.0          133.0        90.0      3.2547
9.0          134.0       120.0      2.9658
9.0          135.0       120.0      2.7876
9.0          136.0       240.0      3.2046
9.0          137.0       180.0      2.8312
9.0          138.0       210.0      3.4627
9.0          139.0       180.0      7.9923
9.0          140.0       120.0      2.9202
9.0          141.0       270.0      9.1878
9.0          142.0       120.0      2.6202
9.0          143.0       210.0      3.1554
9.0          144.0       240.0      3.7415
9.0          145.0        30.0      2.5799
9.0          146.0        60.0      2.7876
9.0          147.0       240.0      3.4627
9.0          148.0       330.0       10.24
9.0          149.0       240.0       10.24
9.0          150.0       120.0      5.5109
9.0          151.0       330.0      7.8694
9.0          152.0       150.0      7.3966
9.0          153.0       240.0      3.4095
9.0          154.0       240.0      2.2097
9.0          155.0         0.0       7.283
9.0          156.0       270.0      2.8312
9.0          157.0         0.0      7.6294
9.0          158.0       210.0      3.5168
9.0          159.0        90.0      1.3254
9.0          160.0        60.0      3.3055
9.0          161.0         0.0       7.171
9.0          162.0       180.0      7.8694
9.0          163.0        90.0      2.8312
9.0          164.0       270.0       10.24
9.0          165.0         0.0      7.6294
9.0          166.0       240.0      3.3055
9.0          167.0       180.0      5.9547
9.0          168.0        60.0      3.5716
9.0          169.0       330.0       10.24
9.0          170.0        60.0      3.3055
9.0          171.0       180.0      6.8454
9.0          172.0         0.0      7.6294
9.0          173.0         0.0       8.117
9.0          174.0       240.0       10.24
9.0          175.0       330.0       10.24
9.0          176.0       270.0      3.0121
9.0          177.0       240.0      3.6274
9.0          178.0       240.0      3.7999
9.0          179.0       330.0       10.24
9.0          180.0       270.0      3.2547
9.0          181.0       240.0      5.0218
9.0          182.0       210.0      3.3571
9.0          183.0       180.0      8.3724
9.0          184.0       180.0       0.859
9.0          185.0        60.0      2.5799
9.0          186.0       240.0      2.3148
9.0          187.0       180.0       10.24
9.0          188.0        60.0      2.9658
9.0          189.0       240.0       2.077
9.0          190.0       180.0      6.9523
9.0          191.0       240.0      4.1059
9.0          192.0       240.0      3.3571
9.0          193.0       210.0       10.24
9.0          194.0       240.0      5.6843
9.0          195.0        90.0      2.7876
9.0          196.0        90.0      3.1069
9.0          197.0       210.0      3.2547
9.0          198.0       240.0      3.6274
9.0          199.0       240.0      3.7415
9.0          200.0       180.0      7.6294
9.0          201.0       330.0       10.24
9.0          202.0       180.0      8.7706
9.0          203.0        90.0      2.7448
9.0          204.0        90.0      3.1069
9.0          205.0        90.0      3.7415
9.0          206.0        60.0      2.7448
9.0          207.0        30.0      2.8312
10.0           0.0       240.0      3.2547
10.0           1.0       270.0      3.4095
10.0           2.0       270.0      3.4627
10.0           3.0         0.0      4.5761
10.0           4.0       270.0      2.7448
10.0           5.0       330.0      4.0428
10.0           6.0        60.0      2.7876
10.0           7.0       300.0      2.7026
10.0           8.0       330.0      1.2458
10.0           9.0       240.0      3.5168
10.0          10.0       300.0      3.5716
10.0          11.0         0.0       10.24
10.0          12.0       150.0      3.5168
10.0          13.0       270.0      1.5237
10.0          14.0       300.0      2.9202
10.0          15.0        60.0      2.7876
10.0          16.0        60.0      2.7026
10.0          17.0         0.0      2.5012
10.0          18.0        30.0      3.4627
10.0          19.0       270.0      3.5168
10.0          20.0        30.0      3.3055
10.0          21.0       150.0      2.9658
10.0          22.0       270.0       1.621
10.0          23.0        30.0      3.2547
10.0          24.0       240.0      2.6202
10.0          25.0       120.0      1.4101
10.0          26.0       150.0      2.6611
10.0          27.0        30.0      2.0136
10.0          28.0       150.0      2.6202
10.0          29.0         0.0      2.4628
10.0          30.0       300.0      1.5716
10.0          31.0       120.0      1.4545
10.0          32.0       150.0      2.5403
10.0          33.0         0.0      5.2607
10.0          34.0        30.0      3.3571
10.0          35.0       150.0      2.5403
10.0          36.0        30.0      2.8312
10.0          37.0        30.0      2.3876
10.0          38.0         0.0      2.4628
10.0          39.0       330.0      1.8635
10.0          40.0       300.0      1.7247
10.0          41.0         0.0      5.2607
10.0          42.0       150.0      2.4249
10.0          43.0       330.0      1.8926
10.0          44.0       150.0      2.7026
10.0          45.0         0.0      2.5799
10.0          46.0       330.0      1.7789
10.0          47.0       150.0      2.4249
10.0          48.0         0.0      2.5799
10.0          49.0        30.0      3.5168
10.0          50.0       330.0      1.9222
10.0          51.0         0.0      2.5403
10.0          52.0       240.0      3.6274
10.0          53.0        60.0      1.3884
10.0          54.0         0.0       7.171
10.0          55.0       330.0      1.8349
10.0          56.0         0.0      4.8686
10.0          57.0       330.0      1.8926
10.0          58.0        30.0      3.1554
10.0          59.0         0.0      2.5403
10.0          60.0       330.0      1.9222
10.0          61.0       330.0      1.8635
10.0          62.0       210.0      2.4249
10.0          63.0         0.0      2.7026
10.0          64.0       330.0      1.9222
10.0          65.0       210.0      2.5403
10.0          66.0        30.0      3.5168
10.0          67.0       330.0      1.8349
10.0          68.0       180.0      1.9522
10.0          69.0       150.0      3.2547
10.0          70.0         0.0      4.6476
10.0          71.0         0.0      2.7448
10.0          72.0        30.0      3.2046
10.0          73.0       330.0      1.7789
10.0          74.0         0.0      4.5761
10.0          75.0       330.0      4.4366
10.0          76.0       330.0        4.17
10.0          77.0         0.0       2.045
10.0          78.0       330.0      4.7201
10.0          79.0       180.0      4.9446
10.0          80.0         0.0      2.5799
10.0          81.0       120.0       2.077
10.0          82.0         0.0      2.2792
10.0          83.0         0.0      2.7026
10.0          84.0       330.0      1.8067
10.0          85.0         0.0      2.8754
10.0          86.0       330.0      4.4366
10.0          87.0       240.0      3.5716
10.0          88.0        30.0      3.5168
10.0          89.0         0.0      2.3876
10.0          90.0       330.0      4.1059
10.0          91.0       330.0      2.7876
10.0          92.0       330.0      4.1059
10.0          93.0         0.0      3.4095
10.0          94.0       330.0      5.5969
10.0          95.0         0.0      5.1002
10.0          96.0       330.0      1.8635
10.0          97.0       330.0      5.2607
10.0          98.0       150.0      2.7876
10.0          99.0       180.0      4.5761
10.0         100.0       330.0      5.2607
10.0         101.0       330.0      5.5109
10.0         102.0        30.0      3.6274
10.0         103.0         0.0      2.7026
10.0         104.0       330.0      5.9547
10.0         105.0         0.0      2.7876
10.0         106.0       150.0      3.5168
10.0         107.0       150.0      7.5121
10.0         108.0       330.0      5.1002
10.0         109.0       330.0      3.9195
10.0         110.0        30.0      3.2547
10.0         111.0         0.0      4.3684
10.0         112.0         0.0      2.5403
10.0         113.0       180.0       7.283
10.0         114.0       180.0      3.1069
10.0         115.0       150.0      5.1002
10.0         116.0       150.0      7.6294
10.0         117.0       330.0      5.4262
10.0         118.0       150.0      5.3428
10.0         119.0       180.0      4.7938
10.0         120.0       180.0      4.9446
10.0         121.0       330.0      2.1423
10.0         122.0       330.0      5.2607
10.0         123.0       180.0      6.2379
10.0         124.0        30.0      3.2547
10.0         125.0       330.0      4.9446
10.0         126.0       330.0        4.17
10.0         127.0        30.0      3.1069
10.0         128.0       150.0      7.8694
10.0         129.0       180.0      5.4262
10.0         130.0       330.0      4.2351
10.0         131.0       210.0      3.7999
10.0         132.0       150.0      3.8593
10.0         133.0        30.0      3.0591
10.0         134.0       120.0       6.142
10.0         135.0       180.0      5.1002
10.0         136.0       210.0      2.5799
10.0         137.0       330.0      5.5109
10.0         138.0        30.0      3.4095
10.0         139.0       120.0      6.9523
10.0         140.0       330.0      6.5346
10.0         141.0         0.0       3.684
10.0         142.0        30.0      3.4095
10.0         143.0       150.0      3.3055
10.0         144.0       120.0        4.17
10.0         145.0        30.0      3.2547
10.0         146.0       210.0      2.8312
10.0         147.0       330.0      6.7402
10.0         148.0       210.0      3.4095
10.0         149.0        30.0      3.4095
10.0         150.0       120.0      4.5761
10.0         151.0       120.0      2.8754
10.0         152.0       150.0      2.9202
10.0         153.0       210.0      0.9427
10.0         154.0       180.0      6.9523
10.0         155.0       240.0      3.6274
10.0         156.0        30.0      3.3571
10.0         157.0       240.0      3.7415
10.0         158.0       240.0      3.7415
10.0         159.0       330.0      5.3428
10.0         160.0       120.0      5.2607
10.0         161.0        60.0      2.6202
10.0         162.0       210.0       10.24
10.0         163.0        60.0      2.6202
10.0         164.0       240.0      3.3571
10.0         165.0       240.0      3.4095
10.0         166.0       240.0      3.5716
10.0         167.0       240.0      3.7415
10.0         168.0        60.0      2.7876
10.0         169.0       240.0      1.3461
10.0         170.0       150.0       10.24
10.0         171.0        30.0      3.7415
10.0         172.0       180.0      4.1059
10.0         173.0       150.0      7.8694
10.0         174.0       270.0      3.8593
10.0         175.0        60.0      2.6202
10.0         176.0       120.0       5.773
10.0         177.0       150.0      3.7999
10.0         178.0        30.0      3.5168
10.0         179.0        60.0      3.2547
10.0         180.0       240.0      2.9202
10.0         181.0       240.0      2.7448
10.0         182.0       270.0      1.9826
10.0         183.0         0.0       10.24
10.0         184.0       270.0      2.0136
10.0         185.0       240.0      3.6274
10.0         186.0        90.0      2.5799
10.0         187.0       240.0      3.7415
10.0         188.0         0.0       10.24
10.0         189.0         0.0      7.6294
10.0         190.0       180.0      6.6366
10.0         191.0       240.0      5.1798
10.0         192.0        60.0      2.7876
10.0         193.0       240.0      4.5058
10.0         194.0        60.0      2.7448
10.0         195.0       240.0      3.1069
10.0         196.0       240.0      4.3012
10.0         197.0        30.0      3.6274
10.0         198.0       270.0      3.7999
10.0         199.0       240.0      3.9807
10.0         200.0       240.0      5.1002
10.0         201.0       240.0      2.3876
10.0         202.0       210.0       10.24
10.0         203.0       180.0      6.2379
10.0         204.0       240.0      3.7999
10.0         205.0       270.0      4.3012
10.0         206.0       210.0       10.24
10.0         207.0       270.0      3.7999
10.0         208.0       240.0      3.9195
10.0         209.0       240.0      6.2379
10.0         210.0       240.0      3.9195
10.0         211.0       210.0       10.24
10.0         212.0       270.0       3.684
10.0         213.0       270.0      3.7999
10.0         214.0        30.0      3.4095
10.0         215.0       210.0      2.4628
10.0         216.0        60.0      3.1554
10.0         217.0       330.0      5.4262
10.0         218.0        90.0      5.0218
10.0         219.0       270.0       3.684
10.0         220.0        90.0      4.5761
10.0         221.0        90.0      5.1002
10.0         222.0       270.0      3.9195
10.0         223.0         0.0       5.773
10.0         224.0       240.0      4.4366
11.0           0.0       270.0      3.1554
11.0           1.0       300.0      3.9195
11.0           2.0        60.0      2.6202
11.0           3.0       300.0      2.1757
11.0           4.0       330.0      2.1423
11.0           5.0       240.0      4.0428
11.0           6.0       120.0       1.621
11.0           7.0       240.0      2.2792
11.0           8.0       330.0      1.9826
11.0           9.0       330.0      5.1798
11.0          10.0         0.0      3.7415
11.0          11.0       330.0      2.1094
11.0          12.0       270.0      2.4249
11.0          13.0       300.0      1.5002
11.0          14.0       300.0      1.8635
11.0          15.0       330.0      5.1798
11.0          16.0         0.0      5.1798
11.0          17.0       300.0      1.9222
11.0          18.0        30.0      2.3876
11.0          19.0       150.0      3.4627
11.0          20.0         0.0      4.4366
11.0          21.0       300.0      1.7516
11.0          22.0       300.0      2.2097
11.0          23.0       150.0      1.9222
11.0          24.0        30.0      3.0121
11.0          25.0       330.0      3.2547
11.0          26.0       330.0      1.9826
11.0          27.0       300.0      1.7789
11.0          28.0       150.0      1.3254
11.0          29.0       300.0      1.9522
11.0          30.0         0.0      2.6202
11.0          31.0       330.0      2.3876
11.0          32.0       300.0      1.7247
11.0          33.0       330.0      2.3148
11.0          34.0         0.0      2.6611
11.0          35.0       330.0      2.5403
11.0          36.0       210.0      2.6202
11.0          37.0       330.0      2.5799
11.0          38.0       330.0      2.5403
11.0          39.0       330.0      3.4095
11.0          40.0         0.0      1.5716
11.0          41.0         0.0      2.9202
11.0          42.0         0.0      2.7026
11.0          43.0         0.0      2.6202
11.0          44.0        30.0      3.2046
11.0          45.0        60.0      1.1529
11.0          46.0       330.0      2.4249
11.0          47.0       330.0      2.0136
11.0          48.0       330.0      1.8926
11.0          49.0       330.0      2.6611
11.0          50.0       330.0      2.1423
11.0          51.0       330.0      3.0591
11.0          52.0       210.0      4.6476
11.0          53.0         0.0      3.5716
11.0          54.0       180.0      2.3509
11.0          55.0       180.0      5.4262
11.0          56.0       330.0      5.2607
11.0          57.0         0.0      3.8593
11.0          58.0       150.0      1.6721
11.0          59.0       180.0      2.9202
11.0          60.0       330.0      2.2792
11.0          61.0       330.0      5.0218
11.0          62.0       240.0      5.0218
11.0          63.0       330.0      5.1002
11.0          64.0         0.0      3.9195
11.0          65.0       330.0      2.4249
11.0          66.0       330.0      4.8686
11.0          67.0       330.0      4.5058
11.0          68.0       180.0      2.6611
11.0          69.0       330.0      2.5012
11.0          70.0       150.0      3.6274
11.0          71.0       330.0      5.1002
11.0          72.0       210.0      2.7026
11.0          73.0       330.0      5.0218
11.0          74.0       180.0      2.7026
11.0          75.0         0.0      3.2046
11.0          76.0       330.0      4.5058
11.0          77.0         0.0      4.7201
11.0          78.0       150.0      4.6476
11.0          79.0       150.0      4.9446
11.0          80.0       330.0      4.5058
11.0          81.0       180.0      3.6274
11.0          82.0       330.0      5.5109
11.0          83.0       150.0      1.6982
11.0          84.0       180.0      5.5969
11.0          85.0       180.0      5.8631
11.0          86.0       180.0      4.7938
11.0          87.0       180.0      5.5969
11.0          88.0       180.0      5.6843
11.0          89.0       210.0      4.9446
11.0          90.0       210.0      4.5761
11.0          91.0       180.0      6.0476
11.0          92.0       330.0      5.1002
11.0          93.0       330.0      5.5109
11.0          94.0       150.0      5.1798
11.0          95.0       150.0      6.4342
11.0          96.0       330.0      3.7999
11.0          97.0       180.0       7.283
11.0          98.0       150.0      5.3428
11.0          99.0       150.0      5.8631
11.0         100.0       330.0      5.5109
11.0         101.0       330.0      5.1798
11.0         102.0         0.0       3.684
11.0         103.0        60.0      1.8635
11.0         104.0       180.0      7.0608
11.0         105.0       150.0      6.0476
11.0         106.0       210.0      2.6611
11.0         107.0       180.0      6.2379
11.0         108.0         0.0      4.1059
11.0         109.0       210.0      5.0218
11.0         110.0       330.0      4.9446
11.0         111.0       150.0      3.8593
11.0         112.0        30.0      4.5058
11.0         113.0       210.0      5.1002
11.0         114.0       180.0      5.2607
11.0         115.0       180.0      5.8631
11.0         116.0       180.0       7.283
11.0         117.0       330.0      5.1002
11.0         118.0       330.0       5.773
11.0         119.0        60.0      2.5012
11.0         120.0        30.0      3.5716
11.0         121.0       210.0      2.7448
11.0         122.0       330.0      6.5346
11.0         123.0       180.0       7.283
11.0         124.0       330.0      5.5109
11.0         125.0       150.0      5.4262
11.0         126.0       330.0      5.5969
11.0         127.0       180.0       7.171
11.0         128.0       210.0      2.7448
11.0         129.0       330.0      4.7201
11.0         130.0        60.0      2.7876
11.0         131.0       120.0      2.3876
11.0         132.0       150.0      5.8631
11.0         133.0        30.0      2.2792
11.0         134.0       330.0      5.3428
11.0         135.0       180.0      7.3966
11.0         136.0       150.0       7.283
11.0         137.0        60.0      3.0121
11.0         138.0       240.0      4.5761
11.0         139.0       240.0      3.9807
11.0         140.0       180.0      5.3428
11.0         141.0       120.0      5.1798
11.0         142.0       210.0      2.6611
11.0         143.0       150.0      4.5058
11.0         144.0       150.0      6.6366
11.0         145.0        30.0      3.5168
11.0         146.0       150.0      5.1798
11.0         147.0       150.0      4.3012
11.0         148.0       150.0      5.5109
11.0         149.0       330.0      5.5109
11.0         150.0       240.0      2.5012
11.0         151.0       180.0      6.6366
11.0         152.0       150.0      5.4262
11.0         153.0       150.0       10.24
11.0         154.0       240.0      2.7876
11.0         155.0       180.0      7.0608
11.0         156.0       300.0      5.4262
11.0         157.0       330.0      6.4342
11.0         158.0       180.0      5.5969
11.0         159.0       240.0      4.4366
11.0         160.0        60.0      2.7876
11.0         161.0       150.0      6.3353
11.0         162.0       270.0      4.1059
11.0         163.0       180.0      7.5121
11.0         164.0       240.0      4.7201
11.0         165.0         0.0       10.24
11.0         166.0       270.0       10.24
11.0         167.0       180.0      7.8694
11.0         168.0        60.0      2.5403
11.0         169.0        90.0      2.5799
11.0         170.0       240.0      3.4627
11.0         171.0        30.0      3.5168
11.0         172.0        90.0      2.4249
11.0         173.0       240.0      3.5716
11.0         174.0       240.0      4.7201
11.0         175.0        30.0       10.24
11.0         176.0        90.0      5.1002
11.0         177.0        60.0      2.6611
11.0         178.0       240.0      4.9446
11.0         179.0       240.0      3.4627
11.0         180.0       180.0      8.7706
11.0         181.0       180.0      7.5121
11.0         182.0       240.0      4.9446
11.0         183.0       240.0      4.7938
11.0         184.0       240.0      5.1002
11.0         185.0        90.0      2.6202
11.0         186.0        60.0      5.5969
11.0         187.0         0.0      5.4262
11.0         188.0       240.0      4.5761
11.0         189.0        90.0      2.7026
11.0         190.0       240.0      4.0428
11.0         191.0       240.0      4.8686
11.0         192.0       180.0      7.8694
11.0         193.0       240.0      5.3428
11.0         194.0       240.0      5.1798
11.0         195.0       210.0      1.5716
11.0         196.0       240.0      5.1002
11.0         197.0       270.0      5.1798
11.0         198.0        90.0      6.2379
11.0         199.0       240.0      5.1002
11.0         200.0       240.0      5.2607
12.0           0.0       240.0      3.5716
12.0           1.0       270.0      1.9222
12.0           2.0       270.0      1.8067
12.0           3.0         0.0      3.6274
12.0           4.0       330.0      2.1423
12.0           5.0       300.0      1.5237
12.0           6.0       120.0      2.7026
12.0           7.0       330.0      1.9826
12.0           8.0         0.0      3.3571
12.0           9.0       240.0      2.7026
12.0          10.0       300.0      1.5002
12.0          11.0       120.0      2.5403
12.0          12.0       330.0      2.1094
12.0          13.0       120.0      1.0506
12.0          14.0        30.0      2.7026
12.0          15.0        30.0      2.7026
12.0          16.0        30.0      2.4249
12.0          17.0       120.0      0.9427
12.0          18.0       240.0      0.9139
12.0          19.0       330.0       2.077
12.0          20.0       270.0       1.621
12.0          21.0       330.0      2.0136
12.0          22.0         0.0      3.7999
12.0          23.0       300.0      1.3461
12.0          24.0       300.0      1.3461
12.0          25.0       270.0      1.7247
12.0          26.0       300.0      1.2078
12.0          27.0       270.0      1.8635
12.0          28.0       300.0      1.3671
12.0          29.0       300.0      1.4545
12.0          30.0       330.0      2.1757
12.0          31.0       330.0      2.3148
12.0          32.0       270.0      1.5237
12.0          33.0        30.0      2.7026
12.0          34.0       300.0      1.4101
12.0          35.0         0.0      2.7876
12.0          36.0       330.0      2.5012
12.0          37.0         0.0       2.045
12.0          38.0        30.0      2.1757
12.0          39.0       300.0      1.3884
12.0          40.0       300.0      1.3254
12.0          41.0         0.0      0.8724
12.0          42.0       300.0      1.4101
12.0          43.0       300.0        0.64
12.0          44.0        30.0      2.8754
12.0          45.0       240.0       0.886
12.0          46.0       210.0      2.3876
12.0          47.0       210.0      2.3148
12.0          48.0       330.0       2.045
12.0          49.0        30.0      2.7448
12.0          50.0         0.0      1.9826
12.0          51.0       300.0      1.3461
12.0          52.0       300.0       1.305
12.0          53.0         0.0      0.8999
12.0          54.0        30.0        0.64
12.0          55.0         0.0       0.859
12.0          56.0         0.0      3.8593
12.0          57.0       330.0      2.1094
12.0          58.0       330.0       2.077
12.0          59.0         0.0      3.2547
12.0          60.0       210.0      3.5716
12.0          61.0       330.0      1.9222
12.0          62.0       330.0      1.8635
12.0          63.0       150.0      0.8999
12.0          64.0         0.0      0.9427
12.0          65.0       180.0       1.305
12.0          66.0         0.0      3.4095
12.0          67.0       330.0      2.3509
12.0          68.0         0.0      1.9522
12.0          69.0       330.0      2.0136
12.0          70.0        30.0      2.3509
12.0          71.0        30.0      2.8312
12.0          72.0       180.0      1.7247
12.0          73.0       330.0      2.1094
12.0          74.0       180.0      1.3461
12.0          75.0       330.0      2.2792
12.0          76.0         0.0      3.2547
12.0          77.0         0.0      3.0121
12.0          78.0         0.0      1.8349
12.0          79.0       210.0      2.6611
12.0          80.0       330.0      1.9826
12.0          81.0         0.0      2.7876
12.0          82.0       180.0      1.3254
12.0          83.0       330.0      2.1094
12.0          84.0       180.0       1.285
12.0          85.0       330.0       2.045
12.0          86.0       330.0      2.2792
12.0          87.0       150.0      2.0136
12.0          88.0        30.0      3.0121
12.0          89.0       330.0      2.2097
12.0          90.0       330.0      2.1094
12.0          91.0       180.0      1.3671
12.0          92.0       330.0      5.0218
12.0          93.0         0.0      2.2442
12.0          94.0       330.0      3.3571
12.0          95.0         0.0      3.1069
12.0          96.0       330.0      2.1094
12.0          97.0         0.0      3.1069
12.0          98.0       150.0      1.9222
12.0          99.0       150.0      3.4095
12.0         100.0         0.0      3.5716
12.0         101.0         0.0      3.1069
12.0         102.0       210.0      2.8312
12.0         103.0         0.0      3.4627
12.0         104.0       180.0      1.3254
12.0         105.0       210.0      3.8593
12.0         106.0       330.0      3.7415
12.0         107.0         0.0      3.3571
12.0         108.0       330.0      2.2792
12.0         109.0       210.0      2.7026
12.0         110.0         0.0      4.0428
12.0         111.0       210.0      2.5799
12.0         112.0       330.0      2.2792
12.0         113.0         0.0      3.7415
12.0         114.0       330.0       3.684
12.0         115.0         0.0      3.3571
12.0         116.0       330.0      4.4366
12.0         117.0       180.0      1.4772
12.0         118.0         0.0      3.7415
12.0         119.0       330.0      3.8593
12.0         120.0       330.0      4.2351
12.0         121.0         0.0      3.2046
12.0         122.0       330.0      2.1094
12.0         123.0         0.0      1.7789
12.0         124.0       180.0      5.0218
12.0         125.0         0.0      3.3055
12.0         126.0         0.0      1.8926
12.0         127.0         0.0      4.3012
12.0         128.0        30.0      2.4249
12.0         129.0       150.0      3.6274
12.0         130.0       180.0      4.1059
12.0         131.0       330.0      3.5168
12.0         132.0       330.0      4.0428
12.0         133.0       150.0      2.8754
12.0         134.0       180.0      5.2607
12.0         135.0       330.0      3.8593
12.0         136.0       330.0      3.6274
12.0         137.0       210.0      2.5799
12.0         138.0       210.0      2.5799
12.0         139.0        30.0      2.5403
12.0         140.0       180.0      4.7938
12.0         141.0        30.0      3.2547
12.0         142.0       330.0      2.4249
12.0         143.0       270.0      1.7516
12.0         144.0       120.0      2.5403
12.0         145.0       330.0      3.0591
12.0         146.0       150.0        4.17
12.0         147.0       210.0       2.077
12.0         148.0       240.0      0.9875
12.0         149.0       210.0      2.5403
12.0         150.0        90.0      1.1709
12.0         151.0       180.0      3.5716
12.0         152.0       150.0       7.283
12.0         153.0        60.0      1.8926
12.0         154.0       180.0      4.3684
12.0         155.0       240.0      1.7789
12.0         156.0        90.0      1.6464
12.0         157.0       240.0      1.9522
12.0         158.0       330.0       10.24
12.0         159.0       240.0      3.3055
12.0         160.0       330.0       10.24
12.0         161.0       240.0      2.6202
12.0         162.0       150.0      3.7999
12.0         163.0       240.0      0.9427
12.0         164.0         0.0      5.6843
12.0         165.0        60.0      1.8067
12.0         166.0       180.0       6.142
12.0         167.0       120.0       10.24
12.0         168.0        30.0      2.7876
12.0         169.0       240.0      1.9222
12.0         170.0         0.0       7.283
12.0         171.0         0.0      3.7999
12.0         172.0       240.0      3.7999
12.0         173.0       240.0      2.8754
12.0         174.0       240.0      3.6274
12.0         175.0         0.0      3.5716
12.0         176.0        60.0      6.4342
12.0         177.0       150.0      3.9807
12.0         178.0        30.0        0.64
12.0         179.0       180.0      3.9807
12.0         180.0       240.0      3.2547
12.0         181.0        60.0      1.7789
12.0         182.0       120.0        0.64
12.0         183.0         0.0       10.24
12.0         184.0       120.0      2.6611
12.0         185.0       240.0      3.3055
12.0         186.0        90.0      2.1094
12.0         187.0       240.0      3.5168
12.0         188.0         0.0      3.9807
12.0         189.0         0.0       10.24
12.0         190.0       330.0      6.8454
12.0         191.0       240.0      3.7999
12.0         192.0        90.0      2.1423
12.0         193.0         0.0      3.9807
12.0         194.0        90.0      3.4095
12.0         195.0       180.0       10.24
12.0         196.0       330.0       10.24
12.0         197.0       240.0      4.0428
12.0         198.0        60.0      6.2379
12.0         199.0        90.0      2.9202
12.0         200.0        30.0        0.64
12.0         201.0        90.0      2.7876
12.0         202.0        90.0        0.64
12.0         203.0        90.0      3.4627
12.0         204.0       240.0      4.8686
12.0         205.0        60.0      6.3353
12.0         206.0       150.0      7.5121
12.0         207.0         0.0      5.9547
12.0         208.0        90.0      5.4262
12.0         209.0       240.0      4.4366
12.0         210.0       330.0      6.0476
12.0         211.0        30.0        0.64
12.0         212.0        60.0       10.24
12.0         213.0       330.0      3.4095
12.0         214.0        90.0      3.3055
12.0         215.0       240.0      3.8593
12.0         216.0        90.0      3.2547
12.0         217.0       240.0      3.9195
12.0         218.0       240.0      4.7201
14.0           0.0       300.0      2.4249
14.0           1.0       300.0      2.3148
14.0           2.0       330.0      2.9202
14.0           3.0       330.0      2.7448
14.0           4.0         0.0       3.684
14.0           5.0       240.0      2.7026
14.0           6.0       300.0      2.1423
14.0           7.0       300.0      2.4628
14.0           8.0       330.0      2.5799
14.0           9.0       270.0      2.5799
14.0          10.0       120.0      1.5716
14.0          11.0        30.0      2.8754
14.0          12.0        60.0      2.9202
14.0          13.0        60.0      2.5403
14.0          14.0       330.0      2.7026
14.0          15.0       270.0      1.3671
14.0          16.0       330.0      2.7026
14.0          17.0       330.0      2.3876
14.0          18.0       330.0      2.5403
14.0          19.0       270.0       1.285
14.0          20.0       270.0       1.285
14.0          21.0       270.0      2.6202
14.0          22.0       270.0      2.5403
14.0          23.0       300.0      2.4249
14.0          24.0       300.0      2.1757
14.0          25.0       330.0      2.3509
14.0          26.0       120.0      2.5403
14.0          27.0       300.0      2.6202
14.0          28.0        30.0      2.9202
14.0          29.0        30.0       10.24
14.0          30.0       180.0      2.6202
14.0          31.0       180.0      1.2652
14.0          32.0         0.0      2.0136
14.0          33.0       330.0      2.4628
14.0          34.0       330.0      2.2792
14.0          35.0        30.0      2.7876
14.0          36.0         0.0      1.8349
14.0          37.0       330.0      2.3876
14.0          38.0         0.0      3.9807
14.0          39.0       210.0      2.5799
14.0          40.0       330.0      2.5403
14.0          41.0         0.0      4.1059
14.0          42.0       180.0      2.6202
14.0          43.0       330.0      2.4628
14.0          44.0         0.0      3.5168
14.0          45.0         0.0      3.7999
14.0          46.0         0.0      2.2097
14.0          47.0       180.0      2.6611
14.0          48.0         0.0      1.9826
14.0          49.0       330.0      2.4249
14.0          50.0       150.0      2.6611
14.0          51.0         0.0      1.9522
14.0          52.0         0.0      3.7999
14.0          53.0        90.0      1.7516
14.0          54.0         0.0      1.9222
14.0          55.0         0.0      1.9222
14.0          56.0         0.0      4.3012
14.0          57.0       330.0      1.9826
14.0          58.0       330.0      2.3509
14.0          59.0       330.0      1.9826
14.0          60.0         0.0      1.8349
14.0          61.0        30.0      2.7448
14.0          62.0         0.0      3.7999
14.0          63.0         0.0      1.8926
14.0          64.0       330.0       1.285
14.0          65.0       180.0      2.6611
14.0          66.0       180.0      2.5403
14.0          67.0       180.0      2.7876
14.0          68.0       330.0      2.5403
14.0          69.0       180.0      2.5403
14.0          70.0         0.0      3.4095
14.0          71.0       330.0      2.5403
14.0          72.0       180.0      2.7026
14.0          73.0         0.0      2.2442
14.0          74.0       150.0      2.7026
14.0          75.0       330.0      2.6611
14.0          76.0         0.0       2.045
14.0          77.0       330.0      2.8754
14.0          78.0       210.0       10.24
14.0          79.0         0.0      1.9222
14.0          80.0       180.0      3.3571
14.0          81.0         0.0      4.9446
14.0          82.0       180.0      2.8754
14.0          83.0       330.0      2.7876
14.0          84.0       330.0      2.5012
14.0          85.0       330.0      2.3509
14.0          86.0         0.0      3.4627
14.0          87.0       180.0      3.2547
